OID_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Shape_Length,POINT_X,POINT_Y
335,56,1102169837224,Sixth St,M,S1400,0.000749566825623,-76.884919567184227,40.268848528936530
336,56,1102169837224,Sixth St,M,S1400,0.000749566825623,-76.884926000034852,40.268997999857845
337,57,1103503525538, , ,S1400,0.000734827870360,-76.892863000027376,40.274479999952064
338,57,1103503525538, , ,S1400,0.000734827870360,-76.892786779786036,40.274354537332101
339,57,1103503525538, , ,S1400,0.000734827870360,-76.892708040543596,40.274230504634147
340,57,1103503525538, , ,S1400,0.000734827870360,-76.892622738948205,40.274111173591848
341,57,1103503525538, , ,S1400,0.000734827870360,-76.892533986654144,40.273994228450931
342,57,1103503525538, , ,S1400,0.000734827870360,-76.892450999913649,40.273872999839114
343,58,110479900581,Granite St,M,S1400,0.009146382425775,-76.895104999995738,40.273536999632881
344,58,110479900581,Granite St,M,S1400,0.009146382425775,-76.893418490570866,40.274245445071301
345,58,110479900581,Granite St,M,S1400,0.009146382425775,-76.891735544259916,40.274962291976237
346,58,110479900581,Granite St,M,S1400,0.009146382425775,-76.890050557387269,40.275674358085212
347,58,110479900581,Granite St,M,S1400,0.009146382425775,-76.888365475186504,40.276386170585340
348,58,110479900581,Granite St,M,S1400,0.009146382425775,-76.886618999866926,40.276928999573727
349,59,110479899845,Rhoads Aly,M,S1400,0.000400033020349,-76.892042999984426,40.277545000101725
350,59,110479899845,Rhoads Aly,M,S1400,0.000400033020349,-76.892090354686104,40.277609487787686
351,59,110479899845,Rhoads Aly,M,S1400,0.000400033020349,-76.892137391927065,40.277674206599386
352,59,110479899845,Rhoads Aly,M,S1400,0.000400033020349,-76.892184430067346,40.277738924511823
353,59,110479899845,Rhoads Aly,M,S1400,0.000400033020349,-76.892231471804962,40.277803639726244
354,59,110479899845,Rhoads Aly,M,S1400,0.000400033020349,-76.892279000075746,40.277867999708462
355,60,110479900316,Clinton St,M,S1400,0.010315087622541,-76.895448999671544,40.271819999593333
356,60,110479900316,Clinton St,M,S1400,0.010315087622541,-76.893550436403473,40.272626905507309
357,60,110479900316,Clinton St,M,S1400,0.010315087622541,-76.891649793902843,40.273428991954461
358,60,110479900316,Clinton St,M,S1400,0.010315087622541,-76.889750468009652,40.274234282686052
359,60,110479900316,Clinton St,M,S1400,0.010315087622541,-76.887850276968663,40.275037585016605
360,60,110479900316,Clinton St,M,S1400,0.010315087622541,-76.885950999638908,40.275842999854603
361,61,1102169841352,Judd Aly,M,S1730,0.000329334626353,-76.890528000266954,40.273907999654512
362,61,1102169841352,Judd Aly,M,S1730,0.000329334626353,-76.890566000220701,40.273961799797291
363,61,1102169841352,Judd Aly,M,S1730,0.000329334626353,-76.890604000174449,40.274015599940014
364,61,1102169841352,Judd Aly,M,S1730,0.000329334626353,-76.890642000128139,40.274069400082794
365,61,1102169841352,Judd Aly,M,S1730,0.000329334626353,-76.890680000081886,40.274123200225574
366,61,1102169841352,Judd Aly,M,S1730,0.000329334626353,-76.890718000035633,40.274177000368297
367,62,110479896060,Wood St,M,S1400,0.002955603034795,-76.888371999767912,40.275600000339807
368,62,110479896060,Wood St,M,S1400,0.002955603034795,-76.888718495961768,40.276078919906297
369,62,110479896060,Wood St,M,S1400,0.002955603034795,-76.889065118960048,40.276557745943251
370,62,110479896060,Wood St,M,S1400,0.002955603034795,-76.889403059903259,40.277042601035248
371,62,110479896060,Wood St,M,S1400,0.002955603034795,-76.889736001515246,40.277531003053411
372,62,110479896060,Wood St,M,S1400,0.002955603034795,-76.890081000337830,40.278011000007723
373,63,110479899533,Lawton St,M,S1400,0.001113156811644,-76.892802999958462,40.269362999602777
374,63,110479899533,Lawton St,M,S1400,0.001113156811644,-76.892926211575343,40.269548378654804
375,63,110479899533,Lawton St,M,S1400,0.001113156811644,-76.893037349793815,40.269741208589949
376,63,110479899533,Lawton St,M,S1400,0.001113156811644,-76.893157283381868,40.269928773893866
377,63,110479899533,Lawton St,M,S1400,0.001113156811644,-76.893277216969921,40.270116339197727
378,63,110479899533,Lawton St,M,S1400,0.001113156811644,-76.893397000371237,40.270303999829764
379,64,110479896289,Basin St,M,S1400,0.002784842184484,-76.892603999774735,40.270077000153492
380,64,110479896289,Basin St,M,S1400,0.002784842184484,-76.892091896124043,40.270296005756109
381,64,110479896289,Basin St,M,S1400,0.002784842184484,-76.891580305986281,40.270516188571321
382,64,110479896289,Basin St,M,S1400,0.002784842184484,-76.891069025215302,40.270737099837334
383,64,110479896289,Basin St,M,S1400,0.002784842184484,-76.890556108577528,40.270954126032166
384,64,110479896289,Basin St,M,S1400,0.002784842184484,-76.890046999669266,40.271179999757237
385,65,110479901040,Verbeke St,M,S1400,0.004181989412120,-76.892738999705045,40.267962999792644
386,65,110479901040,Verbeke St,M,S1400,0.004181989412120,-76.891974372719062,40.268301928191477
387,65,110479901040,Verbeke St,M,S1400,0.004181989412120,-76.891206230283274,40.268632790570905
388,65,110479901040,Verbeke St,M,S1400,0.004181989412120,-76.890435477115545,40.268957366689165
