OID_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Shape_Length,POINT_X,POINT_Y
278,61,1102338741095, , ,S1400,0.001298193122904,-76.900823400379579,40.306487799672254
279,61,1102338741095, , ,S1400,0.001298193122904,-76.900902799724406,40.306240599424200
280,61,1102338741095, , ,S1400,0.001298193122904,-76.900982199968496,40.305993400075408
281,61,1102338741095, , ,S1400,0.001298193122904,-76.901061599313323,40.305746199827297
282,61,1102338741095, , ,S1400,0.001298193122904,-76.901140999557470,40.305498999579243
283,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.895266000225718,40.297069000234217
284,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.894879062418738,40.297044188838299
285,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.894492154289424,40.297018901700994
286,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.894105178711015,40.296994636193574
287,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.893718167159648,40.296970975030547
288,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.893331000025569,40.296950000142431
289,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.899820999839221,40.296163999868725
290,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.899531785963120,40.296148025211266
291,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.899242572986338,40.296132031667980
